age,gender,change_mood,mental_score,pop,rock,hip-hop/rap,country,classical,jazz,folk,metal,electronic/dance,others,Song,Danceability,Energy,Valence,Acousticness,Instrumentalness,Tempo,Key,Speechiness,1-2 hours,3-4 hours,Less than 1 hour,More than 5 hours,music_type_matches_mood,music_type_no_music_when_down,music_type_contrasts_mood,music_type_both
21,0.0,1,-1.7500000000000004,1,1,1,1,1,1,1,1,1,1,Hot 2 Hot 4eve,0.86,0.84,0.73,0.09,0.02,128.6,8,0.08,0,1,0,0,0,0,1,0
22,0.0,1,13.25,1,0,0,0,1,1,0,0,0,0,Killer tune kills me - kirinji,0.73,0.67,0.76,0.41,0.04,118.4,7,0.05,1,0,0,0,1,0,0,0
22,0.0,0,6.000000000000001,1,0,1,0,0,0,0,0,1,0,Better Together - Jack Johnson,0.68,0.42,0.82,0.84,0.02,102.4,2,0.04,1,0,0,0,0,1,0,0
21,0.0,0,6.499999999999999,1,0,1,0,0,0,0,1,0,0,That's So True - Gracie Abrams,0.42,0.51,0.32,0.76,0.0,92.6,5,0.05,0,0,1,0,0,1,0,0
22,1.0,1,4.25,1,1,0,0,0,0,0,0,1,1,Cinderella - Remi Wolf,0.74,0.63,0.68,0.38,0.01,114.8,10,0.06,1,0,0,0,1,0,0,0
20,1.0,1,5.5,0,1,1,0,0,0,0,0,1,1,Raingurl de Yaeji,0.82,0.76,0.58,0.12,0.24,124.7,3,0.07,1,0,0,0,0,0,1,0
20,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,L'amour de ma vie - Billie Eilish,0.42,0.38,0.54,0.88,0.01,84.6,9,0.04,0,1,0,0,1,0,0,0
21,0.0,1,6.75,1,1,1,0,0,0,0,0,1,0,Carnaval Breve - David Mackay,0.76,0.84,0.87,0.21,0.45,136.8,1,0.05,1,0,0,0,0,0,0,1
22,1.0,0,9.25,1,1,0,0,0,1,0,0,0,0,The girl from hipanema,0.68,0.32,0.74,0.91,0.08,96.4,4,0.04,0,0,1,0,1,0,0,0
22,1.0,1,9.25,1,0,1,0,0,0,0,0,1,0,sensation - houdi,0.72,0.64,0.48,0.26,0.0,124.3,7,0.16,0,0,0,1,0,0,1,0
20,1.0,1,13.25,1,0,0,0,0,0,0,0,0,0,busy woman - sabrina carpenter,0.75,0.68,0.62,0.28,0.0,118.7,5,0.05,1,0,0,0,1,0,0,0
20,0.0,1,1.7500000000000004,1,0,1,0,0,0,0,0,1,1,Take my heart - overrated,0.64,0.72,0.54,0.31,0.01,126.4,8,0.06,0,1,0,0,1,0,0,0
21,1.0,1,8.75,1,0,1,0,0,0,0,0,1,1,UN AUTRE JOUR - FEMTOGO,0.71,0.68,0.42,0.24,0.01,128.6,2,0.21,1,0,0,0,1,0,0,0
23,0.0,1,11.25,1,1,0,0,0,0,0,0,1,0,Coldplay - Higher Power,0.69,0.82,0.76,0.18,0.02,130.4,6,0.04,0,1,0,0,1,0,0,0
22,0.0,0,13.5,0,1,1,0,1,0,0,0,0,1,Encore et encore - Francis Cabrel,0.53,0.48,0.68,0.82,0.01,96.7,9,0.04,1,0,0,0,1,0,0,0
21,1.0,0,2.250000000000001,1,0,1,0,0,0,0,0,0,0,"Music box , Survivor",0.42,0.88,0.36,0.12,0.62,132.8,3,0.06,0,1,0,0,1,0,0,0
21,0.0,1,5.5,1,0,1,0,1,1,0,0,0,0,Retrouver l'aube Colors,0.62,0.59,0.71,0.52,0.05,108.6,5,0.05,1,0,0,0,0,1,0,0
20,0.0,1,8.25,1,1,1,0,0,0,0,0,0,1,Birds - Imagine Dragons,0.58,0.72,0.64,0.32,0.01,124.6,1,0.04,0,0,1,0,0,0,1,0
22,0.0,0,1.4999999999999991,0,1,1,0,0,0,0,0,1,0,La bandite-Jul,0.72,0.68,0.57,0.21,0.0,128.4,10,0.19,0,0,1,0,0,0,1,0
20,1.0,1,-1.0000000000000009,1,1,1,0,0,0,0,0,1,0,YOU'RE THE ONE - KAYTRANADA,0.84,0.72,0.68,0.16,0.32,122.6,7,0.05,0,0,0,1,1,0,0,0
20,0.0,1,10.0,1,1,0,0,1,1,1,0,0,0,Let's Kill Tonight - Panic! at the Disco,0.67,0.86,0.54,0.14,0.0,136.8,4,0.08,1,0,0,0,0,0,1,0
22,0.0,0,7.5,1,1,0,0,0,0,0,0,0,0,Sympathy for the devil - The rolling stones,0.64,0.78,0.62,0.27,0.02,124.3,8,0.07,1,0,0,0,0,0,0,0
23,0.0,0,-18.75,1,1,1,1,1,1,1,1,1,1,Romeo And Julie - Dire Straits,0.58,0.62,0.68,0.53,0.07,110.6,3,0.05,0,0,0,1,0,1,0,0
55,1.0,1,-4.25,0,0,0,1,1,0,0,0,0,1,Take me a church,0.42,0.56,0.32,0.68,0.0,98.7,11,0.04,0,0,1,0,0,0,0,0
26,0.0,1,8.5,0,1,0,1,0,1,0,1,1,0,El Tesoro - Él Mató A Un Policía Motorizado,0.62,0.83,0.57,0.16,0.12,134.7,2,0.06,1,0,0,0,0,0,1,0
22,0.0,1,-0.7499999999999996,1,1,0,0,0,0,0,0,1,1,Ciel - GIMS,0.68,0.72,0.45,0.24,0.0,124.6,6,0.16,0,1,0,0,1,0,0,0
52,0.0,1,6.25,1,0,1,0,0,1,0,0,0,0,Georges Michael Careless Whisper,0.46,0.52,0.36,0.64,0.24,92.4,9,0.03,1,0,0,0,1,0,0,0
22,0.0,0,10.0,0,1,0,0,0,0,0,1,0,0,Check my brain - alice in chains,0.52,0.94,0.42,0.08,0.03,140.6,1,0.08,0,1,0,0,0,0,0,0
20,0.0,0,0.0,0,1,1,0,0,0,0,0,0,0,Cinderella man,0.72,0.88,0.58,0.12,0.0,134.8,4,0.24,1,0,0,0,0,1,0,0
20,0.0,1,6.0,1,0,1,0,0,0,0,0,1,0,Here We Go Again - Oliver Tree,0.76,0.78,0.63,0.18,0.01,126.3,7,0.06,1,0,0,0,0,0,0,0
22,0.0,1,9.75,0,1,0,0,0,0,0,0,1,0,I wish I never loved you - Le Shiv,0.54,0.48,0.28,0.62,0.02,98.6,5,0.04,1,0,0,0,0,0,1,0
21,1.0,1,9.75,0,1,1,0,1,1,0,0,1,0,Feel Good Inc. - Gorillaz,0.78,0.72,0.65,0.24,0.14,122.8,10,0.07,0,0,0,1,1,0,0,0
20,0.0,0,4.5,0,0,0,0,1,0,0,0,0,1,Les trompettes de la renomée - Brassens,0.46,0.38,0.72,0.92,0.06,94.3,6,0.06,1,0,0,0,1,0,0,0
23,0.0,0,8.25,0,0,1,0,0,0,0,0,0,0,All Good Things Come To an End- Nelly Furtado,0.68,0.64,0.52,0.36,0.01,114.6,9,0.04,0,1,0,0,0,0,1,0
23,0.0,1,3.2499999999999996,0,1,0,0,1,1,0,0,0,1,A Love Surpreme - John Coltrane,0.34,0.62,0.46,0.84,0.78,108.7,2,0.03,1,0,0,0,0,0,0,0
22,0.0,1,14.0,1,0,0,0,0,0,0,0,0,1,Baby Tee - GALCHANIE,0.74,0.68,0.58,0.28,0.01,126.4,5,0.12,0,1,0,0,1,0,0,0
25,1.0,0,-5.5,1,0,0,0,0,0,0,0,0,0,Pink pony club - chapell roan,0.76,0.84,0.72,0.16,0.0,132.6,1,0.06,0,0,1,0,1,0,0,0
22,0.0,0,10.0,0,1,0,0,0,0,0,1,0,0,The Lost Art Of Keeping A Secret - Queens of the Stone Age,0.58,0.86,0.47,0.14,0.06,138.7,8,0.07,1,0,0,0,1,0,0,0
18,1.0,1,-4.25,1,0,1,0,0,0,0,0,0,1,That's so true - Gracie Abrams,0.42,0.51,0.32,0.76,0.0,92.6,3,0.05,0,1,0,0,1,0,0,0
21,0.0,1,4.750000000000001,1,0,1,0,1,0,0,0,0,1,Is This Love - XG,0.78,0.74,0.68,0.21,0.01,122.8,7,0.06,0,0,1,0,0,0,1,0
22,1.0,1,0.7499999999999996,1,0,0,0,1,0,0,0,0,1,"24/7, 356 - Elijah Woods",0.72,0.68,0.56,0.26,0.02,118.6,10,0.08,0,1,0,0,1,0,0,0
23,0.0,0,-1.4999999999999991,0,0,0,0,0,0,0,0,0,1,Stay Inside - Sandy Rivera Remix,0.83,0.76,0.64,0.12,0.42,124.7,1,0.05,1,0,0,0,0,1,0,0
21,0.0,1,8.0,0,1,1,0,1,0,0,0,0,1,De amor eu não morri - Lagum,0.68,0.54,0.82,0.62,0.03,102.4,6,0.04,1,0,0,0,1,0,0,0
22,1.0,1,15.5,1,1,1,0,0,0,0,0,0,0,Over the moon - TxT,0.74,0.79,0.62,0.18,0.01,128.6,9,0.06,0,1,0,0,0,0,1,0
19,1.0,1,3.5,1,0,1,0,0,0,0,0,0,0,Stunner- TEN,0.78,0.82,0.67,0.14,0.02,126.4,5,0.08,1,0,0,0,1,0,0,0
22,1.0,1,13.0,1,1,1,0,1,0,0,1,0,1,Vanilla - Kai,0.76,0.68,0.72,0.24,0.01,118.7,2,0.07,0,0,0,1,1,0,0,0
21,1.0,0,3.2499999999999996,1,1,1,0,1,1,0,0,0,1,she's always a woman - billy joel,0.46,0.52,0.68,0.79,0.02,94.6,8,0.04,0,1,0,0,1,0,0,0
25,0.0,1,-8.0,1,1,0,1,1,0,0,1,0,1,I Hope That I Don't Fall in Love with You - Tom Waits,0.38,0.32,0.42,0.94,0.03,84.6,11,0.05,0,0,0,1,0,0,1,0
21,0.0,1,8.25,1,0,1,0,0,0,0,1,0,0,Poupées russes - Kyo,0.62,0.75,0.47,0.28,0.01,124.3,6,0.07,1,0,0,0,1,0,0,0
21,1.0,0,5.25,1,0,1,0,0,0,0,0,0,0,Nokia - drake,0.68,0.72,0.42,0.15,0.0,128.6,1,0.21,0,1,0,0,0,1,0,0
20,1.0,1,13.75,1,0,0,0,0,0,0,0,0,0,Stargazing - Myles Smith,0.63,0.58,0.72,0.48,0.04,105.7,4,0.05,0,0,1,0,1,0,0,0
21,0.0,1,11.75,0,0,0,0,1,0,0,0,0,0,Espana - Emmanuel Chabrier,0.42,0.82,0.76,0.57,0.86,128.4,9,0.03,1,0,0,0,1,0,0,0
21,1.0,1,10.75,1,0,0,0,0,0,0,0,0,1,Someone in the crowd- Emma Stone,0.62,0.74,0.84,0.38,0.01,122.6,3,0.06,0,0,1,0,0,0,1,0
19,1.0,1,-6.499999999999999,1,0,1,0,0,1,0,0,0,1,Gelato - Stacy money,0.78,0.72,0.64,0.18,0.0,126.4,8,0.18,0,1,0,0,1,0,0,0
25,,1,12.25,1,1,0,0,0,0,0,0,0,0,Espresso - Sabrina Carpenter,0.82,0.78,0.72,0.14,0.0,130.6,5,0.07,0,0,1,0,1,0,0,0
21,1.0,0,0.7499999999999996,0,0,0,0,0,0,0,0,0,1,Yellow - Treasure,0.74,0.68,0.78,0.26,0.01,116.8,7,0.05,1,0,0,0,1,0,0,0
22,1.0,0,-10.75,1,0,1,0,0,0,0,0,0,0,"Voy a llevarte pa pr, bad bunny",0.84,0.76,0.67,0.18,0.0,128.3,10,0.16,0,0,1,0,1,0,0,0
21,0.0,0,1.25,1,1,1,0,0,1,0,0,0,0,Béni - BB Jacques,0.69,0.72,0.48,0.21,0.0,124.6,1,0.24,0,1,0,0,1,0,0,0
22,1.0,1,-3.2499999999999996,1,1,0,0,0,0,0,0,0,1,Hurts so good,0.65,0.59,0.42,0.38,0.01,112.7,6,0.06,1,0,0,0,1,0,0,0
21,0.0,1,-4.750000000000001,0,1,1,0,0,0,0,0,0,0,"Danse - Biga*Ranx, Atili",0.82,0.72,0.68,0.24,0.02,124.3,9,0.08,1,0,0,0,1,0,0,0
22,,1,-3.75,1,0,1,1,0,1,1,0,1,1,Im not waiting for you -Gabriel,0.68,0.58,0.54,0.48,0.0,108.6,3,0.05,0,1,0,0,0,0,0,0
22,1.0,1,0.0,1,1,1,0,0,0,0,0,0,1,"Distance m-Flo remix (hikari utada,m-Flo)",0.78,0.72,0.63,0.18,0.12,122.7,7,0.06,0,1,0,0,1,0,0,0
22,0.0,0,5.0,0,0,0,0,0,0,0,0,1,1,Chevalier mult estes guariz - ???,0.32,0.42,0.68,0.92,0.04,98.4,5,0.04,0,0,1,0,0,1,0,0
21,0.0,0,3.2499999999999996,0,0,1,0,0,0,0,0,0,0,Rich niggaz - J.Cole,0.72,0.64,0.42,0.36,0.01,118.6,8,0.26,1,0,0,0,1,0,0,0
23,1.0,1,10.0,1,1,1,0,1,1,0,1,1,0,Cupid's Girl - Marina,0.76,0.68,0.74,0.32,0.01,112.7,2,0.05,1,0,0,0,0,0,1,0
22,1.0,0,-5.5,1,1,0,0,0,0,0,0,0,1,Californiaca - La Gusana Ciega,0.68,0.78,0.62,0.24,0.02,126.4,10,0.06,0,1,0,0,1,0,0,0
21,1.0,0,18.0,1,1,1,0,0,0,0,0,0,0,2 On (feat. ScHoolboy) - Tinashe,0.82,0.76,0.63,0.14,0.0,124.8,1,0.12,0,1,0,0,1,0,0,0
22,1.0,1,-3.500000000000001,1,0,1,0,0,0,0,0,0,0,maddy - yoa,0.74,0.69,0.48,0.26,0.01,126.5,6,0.18,1,0,0,0,0,0,1,0
23,0.0,1,11.25,1,0,1,0,0,0,0,0,0,0,Manasilaayo - Anirudh Ravichander,0.68,0.72,0.78,0.44,0.03,116.8,9,0.05,1,0,0,0,1,0,0,0
24,1.0,0,2.5,1,1,0,0,0,0,1,0,1,0,That's What I Want - Lil Nas X,0.84,0.78,0.76,0.12,0.0,128.6,4,0.08,1,0,0,0,0,0,1,0
21,1.0,1,10.75,1,0,0,0,0,1,0,0,0,0,Get it together - Drake,0.76,0.64,0.58,0.26,0.02,122.4,7,0.14,1,0,0,0,1,0,0,0
24,0.0,1,8.25,1,1,1,0,0,0,0,0,0,1,Viva la vida-Coldplay,0.63,0.76,0.48,0.28,0.04,128.7,2,0.05,0,1,0,0,1,0,0,0
21,1.0,1,-2.250000000000001,0,0,1,0,0,0,0,0,0,1,You - coco Jones,0.72,0.68,0.64,0.32,0.0,114.6,5,0.06,1,0,0,0,1,0,0,0
29,1.0,0,1.9999999999999996,1,1,0,0,0,0,0,0,1,1,"The Motto - Tiesto, Ava Max",0.84,0.82,0.72,0.09,0.02,130.8,1,0.05,0,0,0,1,1,0,0,0
31,0.0,0,11.5,1,1,0,0,0,1,0,0,1,1,The stars get dark - INABAKUMORI,0.64,0.73,0.42,0.27,0.08,126.4,8,0.06,1,0,0,0,1,0,0,0
17,0.0,0,7.5,1,1,1,0,0,0,0,0,1,0,BLACK FLAG FREESTYLE - Denzel Curry,0.68,0.92,0.36,0.08,0.0,136.8,11,0.32,1,0,0,0,0,0,0,0
21,1.0,0,3.75,1,1,1,0,0,0,0,0,1,0,Sports Car - Tate McRae,0.76,0.72,0.64,0.24,0.0,124.6,3,0.07,1,0,0,0,1,0,0,0
22,,1,0.7499999999999996,1,1,1,1,0,1,1,0,1,0,sailor song - gigi perez,0.58,0.42,0.72,0.82,0.06,96.4,7,0.04,0,1,0,0,0,0,0,0
21,1.0,0,11.75,1,0,0,0,0,0,0,0,0,1,Back to friends - sombr,0.68,0.54,0.46,0.52,0.02,108.6,5,0.05,1,0,0,0,1,0,0,0
22,0.0,0,-5.499999999999998,0,0,0,0,0,0,0,0,1,1,UnRelatable - Zay Dante,0.74,0.68,0.42,0.21,0.0,128.7,9,0.22,0,0,0,1,0,0,0,0
16,1.0,1,0.5000000000000004,1,0,1,0,0,0,1,0,0,1,The crime Taylor Bickett,0.62,0.74,0.36,0.26,0.01,124.6,6,0.07,0,0,0,1,0,0,0,0
21,1.0,1,7.5,1,1,1,0,0,0,0,0,0,0,Oscar winning tears - Raye,0.68,0.58,0.42,0.48,0.0,112.7,2,0.06,1,0,0,0,1,0,0,0
19,1.0,1,-1.9999999999999996,1,0,0,0,0,0,0,0,0,0,Shivers - Ed Sheeran,0.74,0.82,0.68,0.18,0.0,128.4,8,0.05,0,1,0,0,0,0,0,0
26,0.0,1,6.75,1,0,0,0,0,0,0,0,1,0,"Getaway - Tritonal, Angel Taylor, Koven",0.76,0.86,0.64,0.12,0.08,132.6,1,0.04,0,1,0,0,0,0,1,0
22,0.0,1,6.0,1,1,1,0,1,0,0,0,0,0,Hey Now - Martin Solveig,0.84,0.78,0.72,0.14,0.04,126.8,10,0.06,0,0,1,0,0,0,1,0
22,1.0,1,9.25,1,0,1,0,1,0,0,0,0,1,Lovers-Anna of the North,0.62,0.58,0.74,0.48,0.02,104.7,5,0.04,1,0,0,0,0,0,1,0
21,1.0,1,-2.9999999999999982,1,1,1,0,1,1,0,0,0,0,The winner takes it all - ABBA,0.56,0.68,0.42,0.34,0.01,117.6,9,0.04,1,0,0,0,1,0,0,0
30,0.0,1,8.0,1,1,1,1,1,1,0,1,1,0,The gambler - kenny rogers,0.52,0.46,0.72,0.78,0.02,96.4,4,0.06,0,1,0,0,0,0,1,0
22,1.0,1,10.25,1,0,1,0,0,0,0,0,0,0,1-800-hot-n-fun - LE SSERAFIM,0.82,0.78,0.68,0.16,0.01,128.4,7,0.07,1,0,0,0,1,0,0,0
18,0.0,1,-1.0000000000000009,1,0,0,0,1,0,0,0,0,1,You see big girl - Sawano Hiroyuki,0.48,0.82,0.38,0.14,0.64,142.6,2,0.05,1,0,0,0,0,0,0,0
18,0.0,1,0.0,1,1,0,0,0,0,0,1,0,0,Pétunias - werenoi,0.68,0.62,0.48,0.32,0.0,118.6,6,0.19,0,0,0,1,0,0,1,0
24,0.0,1,3.0000000000000004,0,1,1,0,1,0,0,0,0,1,Don't look back in anger - Oasis,0.54,0.78,0.68,0.26,0.01,126.8,9,0.05,0,0,1,0,0,0,0,0
18,0.0,1,7.0,1,1,0,0,0,0,0,0,0,0,Die with a smile - Bruno Mars,0.48,0.52,0.62,0.78,0.0,94.6,3,0.04,1,0,0,0,1,0,0,0
21,1.0,0,13.0,1,0,0,0,0,0,0,0,0,1,Voy à llevarte pa pr - Bad Bunny,0.84,0.76,0.67,0.18,0.0,128.3,1,0.16,1,0,0,0,0,0,1,0
21,1.0,0,7.0,1,1,1,0,1,1,0,0,1,1,Staline - elgrande toto,0.68,0.73,0.42,0.24,0.0,126.5,8,0.28,0,1,0,0,1,0,0,0
19,1.0,1,5.75,1,0,1,0,0,0,0,0,0,0,Stay a little longer - Rosé,0.64,0.72,0.58,0.32,0.0,124.6,5,0.06,0,1,0,0,1,0,0,0
18,0.0,1,-2.5,0,0,1,0,0,0,0,0,0,0,Blue - Yung Kai,0.72,0.68,0.42,0.28,0.02,128.7,7,0.08,0,1,0,0,1,0,0,0
19,1.0,1,-1.7500000000000004,0,0,1,0,0,1,0,0,0,1,Dmtf - bad bunny,0.82,0.78,0.64,0.16,0.0,126.4,11,0.18,0,1,0,0,1,0,0,0
20,0.0,1,-4.750000000000001,1,0,1,0,1,0,0,0,1,0,Something Just Like This - Coldplay,0.72,0.78,0.68,0.22,0.01,126.8,4,0.05,0,0,1,0,0,0,1,0
22,0.0,1,5.5,1,0,1,1,0,0,0,0,0,1,รักปอนปอน - Micro,0.76,0.62,0.82,0.42,0.02,108.7,10,0.04,0,1,0,0,1,0,0,0
20,1.0,1,5.0,1,1,0,0,0,0,0,0,0,0,Feel Good Inc - Gorillaz,0.78,0.72,0.65,0.24,0.14,122.8,1,0.07,1,0,0,0,0,0,1,0
19,,0,5.249999999999999,1,1,0,0,0,1,0,0,1,0,Juno - Sabrina Carpenter,0.81,0.76,0.62,0.18,0.0,126.7,6,0.06,0,0,0,1,0,0,0,0
23,0.0,1,5.0,1,1,0,0,0,0,0,1,0,0,สองมาตรฐาน-Only Monday,0.68,0.56,0.44,0.64,0.01,104.8,9,0.05,1,0,0,0,0,0,0,0
22,0.0,1,1.25,1,1,0,0,0,1,0,0,0,0,Palette - IU,0.64,0.48,0.72,0.58,0.03,98.6,3,0.04,1,0,0,0,0,0,1,0
21,1.0,1,-0.2500000000000002,1,1,1,0,0,0,0,0,0,0,circles/seventeen,0.74,0.62,0.68,0.36,0.01,112.7,7,0.05,1,0,0,0,0,0,0,0
23,1.0,1,2.5,1,1,0,0,0,0,0,1,0,0,Puppet Can't Control you (Japanese Version) - One Ok Rock,0.52,0.88,0.48,0.14,0.02,142.8,2,0.08,1,0,0,0,0,0,0,0
23,1.0,1,3.2499999999999996,1,0,1,0,0,0,0,0,0,1,Deja Vu - TXT,0.76,0.82,0.64,0.18,0.01,128.7,5,0.07,1,0,0,0,1,0,0,0
22,1.0,0,0.5000000000000004,1,0,0,0,0,0,0,0,0,0,what makes you beautiful,0.82,0.78,0.86,0.21,0.0,126.4,8,0.06,1,0,0,0,0,1,0,0
19,1.0,1,9.25,1,1,0,0,1,0,0,1,0,0,Waking the Demon - Bullet For My Valentines,0.32,0.97,0.28,0.04,0.03,174.6,1,0.13,0,1,0,0,0,0,1,0
