age,gender,change_mood,mental_score,pop,rock,hip-hop/rap,country,classical,jazz,folk,metal,electronic/dance,others,Song,Danceability,Energy,Valence,Acousticness,Instrumentalness,Tempo,Key,Speechiness,1-2 hours,3-4 hours,Less than 1 hour,More than 5 hours,music_type_matches_mood,music_type_no_music_when_down,music_type_contrasts_mood,music_type_both
21,0.0,1,-1.7500000000000004,1,1,1,1,1,1,1,1,1,1,Sweetest Pie Megan Thee Stallion and Dua Lipa,0.78,0.74,0.68,0.16,0.0,124.8,10,0.14,0,1,0,0,0,0,1,0
22,0.0,1,13.25,1,0,0,0,1,1,0,0,0,0,omoikiri - indigo la end,0.64,0.72,0.58,0.38,0.02,116.7,6,0.05,1,0,0,0,1,0,0,0
22,0.0,0,6.000000000000001,1,0,1,0,0,0,0,0,1,0,New Light - John Mayer,0.74,0.58,0.76,0.42,0.03,106.8,9,0.04,1,0,0,0,0,1,0,0
21,0.0,0,6.499999999999999,1,0,1,0,0,0,0,1,0,0,กำเเพงหัวใจ - Mirr,0.62,0.54,0.48,0.68,0.01,98.6,3,0.05,0,0,1,0,0,1,0,0
22,1.0,1,4.25,1,1,0,0,0,0,0,0,1,1,Le Freak - CHIC,0.86,0.78,0.92,0.22,0.12,122.8,7,0.06,1,0,0,0,1,0,0,0
20,1.0,1,5.5,0,1,1,0,0,0,0,0,1,1,Cartoon sex de Miki,0.76,0.82,0.63,0.14,0.02,128.6,4,0.09,1,0,0,0,0,0,1,0
20,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,Best day ever - Mac Miller,0.72,0.64,0.86,0.32,0.01,114.7,8,0.08,0,1,0,0,1,0,0,0
21,0.0,1,6.75,1,1,1,0,0,0,0,0,1,0,"Young, Wild and Free - Snoop Dog",0.78,0.68,0.84,0.26,0.0,118.6,1,0.14,1,0,0,0,0,0,0,1
22,1.0,0,9.25,1,1,0,0,0,1,0,0,0,0,Un homme heureux - william sheller,0.46,0.42,0.76,0.88,0.02,94.6,6,0.05,0,0,1,0,1,0,0,0
22,1.0,1,9.25,1,0,1,0,0,0,0,0,1,0,wildflower - billie eilish,0.52,0.38,0.42,0.76,0.0,88.4,9,0.04,0,0,0,1,0,0,1,0
20,1.0,1,13.25,1,0,0,0,0,0,0,0,0,0,i love you i m sorry - gracie abrams,0.48,0.52,0.36,0.72,0.0,98.6,2,0.05,1,0,0,0,1,0,0,0
20,0.0,1,1.7500000000000004,1,0,1,0,0,0,0,0,1,1,Addicted - overrated,0.74,0.78,0.56,0.18,0.01,128.7,5,0.07,0,1,0,0,1,0,0,0
21,1.0,1,8.75,1,0,1,0,0,0,0,0,1,1,Trying to be cool - Phoenix,0.76,0.68,0.72,0.24,0.05,116.8,8,0.06,1,0,0,0,1,0,0,0
23,0.0,1,11.25,1,1,0,0,0,0,0,0,1,0,PJ - Everything in its right place,0.42,0.62,0.38,0.46,0.68,104.7,11,0.04,0,1,0,0,1,0,0,0
22,0.0,0,13.5,0,1,1,0,1,0,0,0,0,1,I believe to my soul - Ray Charles,0.58,0.64,0.74,0.78,0.03,112.6,3,0.06,1,0,0,0,1,0,0,0
21,1.0,0,2.250000000000001,1,0,1,0,0,0,0,0,0,0,"Dance into the moonlight, Jael",0.82,0.72,0.68,0.26,0.08,122.8,7,0.05,0,1,0,0,1,0,0,0
21,0.0,1,5.5,1,0,1,0,1,1,0,0,0,0,Bul ma miin Orchestra Baobab,0.74,0.62,0.86,0.58,0.18,108.7,1,0.04,1,0,0,0,0,1,0,0
20,0.0,1,8.25,1,1,1,0,0,0,0,0,0,1,HERE WE GO! - Lil Nas X,0.84,0.88,0.78,0.12,0.0,132.6,6,0.08,0,0,1,0,0,0,1,0
22,0.0,0,1.4999999999999991,0,1,1,0,0,0,0,0,1,0,Kids arent alright-The offspring,0.62,0.88,0.42,0.16,0.02,136.8,9,0.07,0,0,1,0,0,0,1,0
20,1.0,1,-1.0000000000000009,1,1,1,0,0,0,0,0,1,0,CHANCES - KAYTRANADA,0.82,0.76,0.68,0.18,0.36,124.7,5,0.05,0,0,0,1,1,0,0,0
20,0.0,1,10.0,1,1,0,0,1,1,1,0,0,0,The Temple Of The King - Rainbow,0.48,0.72,0.52,0.36,0.12,106.8,8,0.04,1,0,0,0,0,0,1,0
22,0.0,0,7.5,1,1,0,0,0,0,0,0,0,0,Dog days are over - Florence + the machine,0.64,0.78,0.68,0.32,0.02,124.6,2,0.05,1,0,0,0,0,0,0,0
23,0.0,0,-18.75,1,1,1,1,1,1,1,1,1,1,Lost For Words - Pink Floyd,0.34,0.58,0.42,0.64,0.42,96.8,7,0.03,0,0,0,1,0,1,0,0
55,1.0,1,-4.25,0,0,0,1,1,0,0,0,0,1,Diamonds,0.68,0.74,0.63,0.28,0.0,124.8,5,0.06,0,0,1,0,0,0,0,0
26,0.0,1,8.5,0,1,0,1,0,1,0,1,1,0,Día Tres - Canseco,0.72,0.64,0.58,0.42,0.03,116.7,9,0.07,1,0,0,0,0,0,1,0
22,0.0,1,-0.7499999999999996,1,1,0,0,0,0,0,0,1,1,APT - Rosé & Bruno Mars,0.76,0.72,0.64,0.24,0.0,124.6,1,0.06,0,1,0,0,1,0,0,0
52,0.0,1,6.25,1,0,1,0,0,1,0,0,0,0,Eddy Mitchell Couleur menthe à l'eau,0.52,0.46,0.72,0.82,0.04,98.7,4,0.05,1,0,0,0,1,0,0,0
22,0.0,0,10.0,0,1,0,0,0,0,0,1,0,0,Heaven beside you - alice in chains,0.48,0.78,0.36,0.32,0.04,128.6,10,0.06,0,1,0,0,0,0,0,0
20,0.0,0,0.0,0,1,1,0,0,0,0,0,0,0,Space bound,0.64,0.76,0.38,0.22,0.0,132.8,8,0.28,1,0,0,0,0,1,0,0
20,0.0,1,6.0,1,0,1,0,0,0,0,0,1,0,A dix - Kalash Criminel,0.68,0.74,0.42,0.16,0.0,126.5,3,0.32,1,0,0,0,0,0,0,0
22,0.0,1,9.75,0,1,0,0,0,0,0,0,1,0,Sunny Day - MR TOUT LE MONDE,0.72,0.62,0.84,0.38,0.02,108.7,6,0.05,1,0,0,0,0,0,1,0
21,1.0,1,9.75,0,1,1,0,1,1,0,0,1,0,Turquoise Galaxy - Yussef Dayes,0.62,0.74,0.58,0.42,0.63,114.8,9,0.04,0,0,0,1,1,0,0,0
20,0.0,0,4.5,0,0,0,0,1,0,0,0,0,1,Les cosaques - Choeur de Montjoie Saint-Denis,0.38,0.72,0.64,0.86,0.08,126.8,2,0.06,1,0,0,0,1,0,0,0
23,0.0,0,8.25,0,0,1,0,0,0,0,0,0,0,Somebody to You- The Vamps,0.74,0.78,0.76,0.22,0.0,124.7,5,0.05,0,1,0,0,0,0,1,0
23,0.0,1,3.2499999999999996,0,1,0,0,1,1,0,0,0,1,Ready To Fly - Masayoshi Takanaka,0.68,0.62,0.78,0.48,0.36,112.6,1,0.04,1,0,0,0,0,0,0,0
22,0.0,1,14.0,1,0,0,0,0,0,0,0,0,1,Wadibusa - Uncle Waffles,0.88,0.76,0.72,0.16,0.02,128.4,8,0.08,0,1,0,0,1,0,0,0
25,1.0,0,-5.5,1,0,0,0,0,0,0,0,0,0,Bed chem - sabrina carpenter,0.76,0.68,0.62,0.28,0.0,118.7,11,0.06,0,0,1,0,1,0,0,0
22,0.0,0,10.0,0,1,0,0,0,0,0,1,0,0,The pretender - Foo Fighters,0.58,0.94,0.68,0.08,0.02,148.7,4,0.07,1,0,0,0,1,0,0,0
18,1.0,1,-4.25,1,0,1,0,0,0,0,0,0,1,Azul - J balvin,0.84,0.76,0.82,0.24,0.0,124.8,7,0.14,0,1,0,0,1,0,0,0
21,0.0,1,4.750000000000001,1,0,1,0,1,0,0,0,0,1,Eyes Without A Face - Billy Idol,0.62,0.72,0.56,0.38,0.06,116.8,9,0.05,0,0,1,0,0,0,1,0
22,1.0,1,0.7499999999999996,1,0,0,0,1,0,0,0,0,1,Star - Colde,0.68,0.58,0.72,0.46,0.03,102.7,3,0.04,0,1,0,0,1,0,0,0
23,0.0,0,-1.4999999999999991,0,0,0,0,0,0,0,0,0,1,Night Scene,0.72,0.68,0.54,0.32,0.18,114.8,6,0.06,1,0,0,0,0,1,0,0
21,0.0,1,8.0,0,1,1,0,1,0,0,0,0,1,La mudanza - Bad Bunny,0.82,0.74,0.68,0.22,0.0,126.5,1,0.16,1,0,0,0,1,0,0,0
22,1.0,1,15.5,1,1,1,0,0,0,0,0,0,0,Selfish Waltz - ateez,0.64,0.76,0.52,0.26,0.02,128.6,10,0.07,0,1,0,0,0,0,1,0
19,1.0,1,3.5,1,0,1,0,0,0,0,0,0,0,"82 Pressin'- Mark, Haechan",0.78,0.82,0.64,0.18,0.01,130.8,8,0.08,1,0,0,0,1,0,0,0
22,1.0,1,13.0,1,1,1,0,1,0,0,1,0,1,Freak- Doja cat,0.82,0.78,0.72,0.14,0.0,124.8,5,0.09,0,0,0,1,1,0,0,0
21,1.0,0,3.2499999999999996,1,1,1,0,1,1,0,0,0,1,la valse de mamie - ben mazué,0.42,0.36,0.68,0.92,0.02,88.6,7,0.04,0,1,0,0,1,0,0,0
25,0.0,1,-8.0,1,1,0,1,1,0,0,1,0,1,Detroit - Badflower,0.58,0.86,0.42,0.16,0.02,144.7,2,0.08,0,0,0,1,0,0,1,0
21,0.0,1,8.25,1,0,1,0,0,0,0,1,0,0,A dangerous thing - Aurora,0.52,0.64,0.36,0.56,0.08,102.8,9,0.04,1,0,0,0,1,0,0,0
21,1.0,0,5.25,1,0,1,0,0,0,0,0,0,0,Gasolina - daddy yankee,0.86,0.82,0.78,0.12,0.0,132.6,1,0.18,0,1,0,0,0,1,0,0
20,1.0,1,13.75,1,0,0,0,0,0,0,0,0,0,Wildflower - Billie Eilish,0.52,0.38,0.42,0.76,0.0,88.4,4,0.04,0,0,1,0,1,0,0,0
21,0.0,1,11.75,0,0,0,0,1,0,0,0,0,0,Don Juan - Richard Strauss,0.28,0.84,0.48,0.64,0.92,126.8,6,0.03,1,0,0,0,1,0,0,0
21,1.0,1,10.75,1,0,0,0,0,0,0,0,0,1,Billie Bossa Nova- Billie Eilish,0.68,0.42,0.56,0.72,0.01,98.7,8,0.04,0,0,1,0,0,0,1,0
19,1.0,1,-6.499999999999999,1,0,1,0,0,1,0,0,0,1,Cheese and wine - DPR live,0.76,0.68,0.64,0.32,0.02,118.6,3,0.06,0,1,0,0,1,0,0,0
25,,1,12.25,1,1,0,0,0,0,0,0,0,0,Shh...Don't Say It - Fletcher,0.72,0.64,0.48,0.38,0.0,114.7,5,0.05,0,0,1,0,1,0,0,0
21,1.0,0,0.7499999999999996,0,0,0,0,0,0,0,0,0,1,"Wait a minute! - HAAN, Chan, h3hyeon",0.78,0.74,0.62,0.24,0.02,124.8,7,0.08,1,0,0,0,1,0,0,0
22,1.0,0,-10.75,1,0,1,0,0,0,0,0,0,0,"Galbi, Léna",0.64,0.58,0.72,0.48,0.01,108.6,9,0.06,0,0,1,0,1,0,0,0
21,0.0,0,1.25,1,1,1,0,0,1,0,0,0,0,Ojos Tristes (with the Marías) - Selena Gomez,0.71,0.48,0.63,0.58,0.04,96.3,2,0.04,0,1,0,0,1,0,0,0
22,1.0,1,-3.2499999999999996,1,1,0,0,0,0,0,0,0,1,Thats so true,0.42,0.51,0.32,0.76,0.0,92.6,5,0.05,1,0,0,0,1,0,0,0
21,0.0,1,-4.750000000000001,0,1,1,0,0,0,0,0,0,0,"On tombe, on réessaye - BEN plg",0.62,0.68,0.58,0.36,0.0,118.7,1,0.08,1,0,0,0,1,0,0,0
22,,1,-3.75,1,0,1,1,0,1,1,0,1,1,Nostalgic -NoGuidnce,0.74,0.64,0.48,0.28,0.01,112.6,8,0.12,0,1,0,0,0,0,0,0
22,1.0,1,0.0,1,1,1,0,0,0,0,0,0,1,Mona Lisa (jhope),0.76,0.72,0.58,0.18,0.01,126.5,4,0.13,0,1,0,0,1,0,0,0
22,0.0,0,5.0,0,0,0,0,0,0,0,0,1,1,Les terres saintes - ???,0.42,0.62,0.48,0.72,0.04,106.8,7,0.05,0,0,1,0,0,1,0,0
21,0.0,0,3.2499999999999996,0,0,1,0,0,0,0,0,0,0,No Role Model - J.Cole,0.72,0.68,0.52,0.24,0.0,128.6,10,0.28,1,0,0,0,1,0,0,0
23,1.0,1,10.0,1,1,1,0,1,1,0,1,1,0,Pandémonium - Vald,0.69,0.78,0.43,0.12,0.0,129.6,1,0.28,1,0,0,0,0,0,1,0
22,1.0,0,-5.5,1,1,0,0,0,0,0,0,0,1,Only Friend - Wallows,0.64,0.58,0.72,0.46,0.02,108.7,6,0.05,0,1,0,0,1,0,0,0
21,1.0,0,18.0,1,1,1,0,0,0,0,0,0,0,Bodies - Bryce Fox,0.68,0.82,0.46,0.16,0.01,132.8,9,0.06,0,1,0,0,1,0,0,0
22,1.0,1,-3.500000000000001,1,0,1,0,0,0,0,0,0,0,K. cigaret after sex,0.38,0.34,0.42,0.88,0.12,82.6,3,0.03,1,0,0,0,0,0,1,0
23,0.0,1,11.25,1,0,1,0,0,0,0,0,0,0,Marco Teaser Theme - Ravi Basrur,0.56,0.86,0.64,0.28,0.48,134.8,5,0.04,1,0,0,0,1,0,0,0
24,1.0,0,2.5,1,1,0,0,0,0,1,0,1,0,Castle on the Hill - Ed Sheeran,0.58,0.78,0.68,0.32,0.0,132.6,7,0.05,1,0,0,0,0,0,1,0
21,1.0,1,10.75,1,0,0,0,0,1,0,0,0,0,Doo wop - Lauryn Hil',0.72,0.64,0.82,0.42,0.01,108.7,1,0.09,1,0,0,0,1,0,0,0
24,0.0,1,8.25,1,1,1,0,0,0,0,0,0,1,Self love-Metro Boomin,0.76,0.68,0.54,0.22,0.0,124.8,8,0.16,0,1,0,0,1,0,0,0
21,1.0,1,-2.250000000000001,0,0,1,0,0,0,0,0,0,1,Eternal Sunshine Deluxe: Brighter Days Ahead - Ariana Grande,0.64,0.72,0.68,0.36,0.01,118.7,4,0.06,1,0,0,0,1,0,0,0
29,1.0,0,1.9999999999999996,1,1,0,0,0,0,0,0,1,1,"Sunset Blvd - Selena Gomez, Benny Blanco",0.78,0.64,0.72,0.28,0.02,112.6,9,0.05,0,0,0,1,1,0,0,0
31,0.0,0,11.5,1,1,0,0,0,1,0,0,1,1,嘘月 - Yorushika,0.68,0.76,0.58,0.24,0.02,128.7,6,0.04,1,0,0,0,1,0,0,0
17,0.0,0,7.5,1,1,1,0,0,0,0,0,1,0,Uragirimono Requiem - Yugo Kanno,0.64,0.88,0.68,0.14,0.32,138.6,2,0.06,1,0,0,0,0,0,0,0
21,1.0,0,3.75,1,1,1,0,0,0,0,0,1,0,Disparate Youth - Santigold,0.76,0.78,0.62,0.22,0.05,126.8,5,0.07,1,0,0,0,1,0,0,0
22,,1,0.7499999999999996,1,1,1,1,0,1,1,0,1,0,the giver - chappell roan,0.62,0.68,0.54,0.38,0.0,114.7,8,0.05,0,1,0,0,0,0,0,0
21,1.0,0,11.75,1,0,0,0,0,0,0,0,0,1,Half a Man - Dean Lewis,0.46,0.52,0.36,0.84,0.01,94.6,3,0.04,1,0,0,0,1,0,0,0
22,0.0,0,-5.499999999999998,0,0,0,0,0,0,0,0,1,1,Phurrr - Diplo & Pritam,0.78,0.84,0.68,0.16,0.04,132.6,7,0.08,0,0,0,1,0,0,0,0
16,1.0,1,0.5000000000000004,1,0,1,0,0,0,1,0,0,1,Shiver Asha Banks,0.74,0.68,0.52,0.32,0.01,118.7,10,0.06,0,0,0,1,0,0,0,0
21,1.0,1,7.5,1,1,1,0,0,0,0,0,0,0,Headlock - Imogen Heap,0.58,0.62,0.48,0.56,0.12,106.8,1,0.05,1,0,0,0,1,0,0,0
19,1.0,1,-1.9999999999999996,1,0,0,0,0,0,0,0,0,0,You are the reason - Calum Scott,0.38,0.42,0.54,0.92,0.0,88.6,4,0.04,0,1,0,0,0,0,0,0
26,0.0,1,6.75,1,0,0,0,0,0,0,0,1,0,Genesis - Justice,0.72,0.86,0.58,0.14,0.48,136.8,9,0.05,0,1,0,0,0,0,1,0
22,0.0,1,6.0,1,1,1,0,1,0,0,0,0,0,Timeless - The Weeknd,0.78,0.68,0.64,0.26,0.02,122.8,6,0.06,0,0,1,0,0,0,1,0
22,1.0,1,9.25,1,0,1,0,1,0,0,0,0,1,Murder - Hamza,0.72,0.76,0.42,0.18,0.0,128.4,3,0.26,1,0,0,0,0,0,1,0
21,1.0,1,-2.9999999999999982,1,1,1,0,1,1,0,0,0,0,ZITTI E BUONI - Måneskin,0.56,0.93,0.69,0.08,0.02,138.7,5,0.08,1,0,0,0,1,0,0,0
30,0.0,1,8.0,1,1,1,1,1,1,0,1,1,0,Thunderstruck - AC/ DC,0.46,0.98,0.72,0.06,0.04,156.8,8,0.06,0,1,0,0,0,0,1,0
22,1.0,1,10.25,1,0,1,0,0,0,0,0,0,0,"COEUR DE ICE - Zola, Damso",0.68,0.72,0.38,0.24,0.0,128.4,1,0.24,1,0,0,0,1,0,0,0
18,0.0,1,-1.0000000000000009,1,0,0,0,1,0,0,0,0,1,Toxic till the end - Rosé,0.74,0.78,0.48,0.22,0.0,126.7,7,0.06,1,0,0,0,0,0,0,0
18,0.0,1,0.0,1,1,0,0,0,0,0,1,0,0,Summertime sadness - Lana del rey,0.56,0.62,0.32,0.48,0.01,112.6,10,0.05,0,0,0,1,0,0,1,0
24,0.0,1,3.0000000000000004,0,1,1,0,1,0,0,0,0,1,Through the fire and flames - DragonForce,0.32,0.98,0.64,0.04,0.06,186.4,4,0.05,0,0,1,0,0,0,0,0
18,0.0,1,7.0,1,1,0,0,0,0,0,0,0,0,Une belle histoire - Michel Fugain,0.58,0.46,0.84,0.76,0.02,98.7,6,0.04,1,0,0,0,1,0,0,0
21,1.0,0,13.0,1,0,0,0,0,0,0,0,0,1,And you don't remember - Mariah Carey,0.62,0.52,0.36,0.64,0.0,92.6,9,0.05,1,0,0,0,0,0,1,0
21,1.0,0,7.0,1,1,1,0,1,1,0,0,1,1,Bad romance - laylow,0.74,0.78,0.48,0.18,0.01,128.4,2,0.12,0,1,0,0,1,0,0,0
19,1.0,1,5.75,1,0,1,0,0,0,0,0,0,0,Die with a smile - Bruno Mars,0.48,0.52,0.62,0.78,0.0,94.6,5,0.04,0,1,0,0,1,0,0,0
18,0.0,1,-2.5,0,0,1,0,0,0,0,0,0,0,Il bat - lekchan,0.68,0.64,0.48,0.32,0.0,112.6,8,0.16,0,1,0,0,1,0,0,0
19,1.0,1,-1.7500000000000004,0,0,1,0,0,1,0,0,0,1,Take your mask off- tyler the creator,0.72,0.68,0.54,0.26,0.0,126.4,3,0.18,0,1,0,0,1,0,0,0
20,0.0,1,-4.750000000000001,1,0,1,0,1,0,0,0,1,0,A Sky Full of Stars - Coldplay,0.64,0.85,0.72,0.18,0.04,128.6,7,0.05,0,0,1,0,0,0,1,0
22,0.0,1,5.5,1,0,1,1,0,0,0,0,0,1,Have a good summer (Without me) - Valley,0.76,0.68,0.82,0.38,0.02,116.7,1,0.06,0,1,0,0,1,0,0,0
20,1.0,1,5.0,1,1,0,0,0,0,0,0,0,0,Sugar - Maroon 5,0.78,0.72,0.84,0.22,0.0,122.8,6,0.05,1,0,0,0,0,0,1,0
19,,0,5.249999999999999,1,1,0,0,0,1,0,0,1,0,GPT - StayC,0.82,0.84,0.76,0.14,0.01,128.6,10,0.07,0,0,0,1,0,0,0,0
23,0.0,1,5.0,1,1,0,0,0,0,0,1,0,0,Best Friend 4ever- serious bacon,0.74,0.68,0.84,0.32,0.01,118.7,9,0.06,1,0,0,0,0,0,0,0
22,0.0,1,1.25,1,1,0,0,0,1,0,0,0,0,Apple pie - Lizzy McAlpine,0.58,0.48,0.62,0.76,0.0,98.6,4,0.04,1,0,0,0,0,0,1,0
21,1.0,1,-0.2500000000000002,1,1,1,0,0,0,0,0,0,0,BLUE/BIGBANG,0.48,0.72,0.38,0.26,0.01,114.7,7,0.06,1,0,0,0,0,0,0,0
23,1.0,1,2.5,1,1,0,0,0,0,0,1,0,0,"Just awake - Fear, and Loathing in Las Vegas",0.68,0.92,0.58,0.08,0.02,146.8,2,0.07,1,0,0,0,0,0,0,0
23,1.0,1,3.2499999999999996,1,0,1,0,0,0,0,0,0,1,Die for me - Chase Atlantic,0.72,0.78,0.36,0.18,0.01,132.6,5,0.08,1,0,0,0,1,0,0,0
22,1.0,0,0.5000000000000004,1,0,0,0,0,0,0,0,0,0,espresso,0.82,0.78,0.72,0.14,0.0,130.6,1,0.07,1,0,0,0,0,1,0,0
19,1.0,1,9.25,1,1,0,0,1,0,0,1,0,0,Caramel - Sleep Token,0.46,0.76,0.42,0.28,0.04,114.8,8,0.05,0,1,0,0,0,0,1,0
21,0.0,1,-1.7500000000000004,1,1,1,1,1,1,1,1,1,1,One Kiss Calvin Harris & Dua Lipa,0.86,0.78,0.74,0.12,0.02,124.6,3,0.06,0,1,0,0,0,0,1,0
